400.  0.4  1.  0
410.  0.41  1.  0
420.  0.42  1.  0
430.  0.43  1.  0
440.  0.44  1.  0
450.  0.45  1.  0
460.  0.46  1.  0
470.  0.47  1.  0
480.  0.48  1.  0
490.  0.49  1.  0
500.  0.5  1.  0
510.  0.51  1.  0
520.  0.52  1.  0
530.  0.53  1.  0
540.  0.54  1.  0
550.  0.55  1.  0
560.  0.56  1.  0
570.  0.57  1.  0
580.  0.58  1.  0
590.  0.59  1.  0
600.  0.6  1.  0
610.  0.61  1.  0
620.  0.62  1.  0
630.  0.63  1.  0
640.  0.64  1.  0
650.  0.65  1.  0
660.  0.66  1.  0
670.  0.67  1.  0
680.  0.68  1.  0
690.  0.69  1.  0
700.  0.7  1.  0
710.  0.71  1.  0
720.  0.72  1.  0
730.  0.73  1.  0
740.  0.74  1.  0
750.  0.75  1.  0
760.  0.76  1.  0
770.  0.77  1.  0
780.  0.78  1.  0
790.  0.79  1.  0
800.  0.8  1.  0
810.  0.81  1.  0
820.  0.82  1.  0
830.  0.83  1.  0
840.  0.84  1.  0
850.  0.85  1.  0
860.  0.86  1.  0
870.  0.87  1.  0
880.  0.88  1.  0
890.  0.89  1.  0
900.  0.9  1.  0
910.  0.91  1.  0
920.  0.92  1.  0
930.  0.93  1.  0
940.  0.94  1.  0
950.  0.95  1.  0
960.  0.96  1.  0
970.  0.97  1.  0
980.  0.98  1.  0
990.  0.99  1.  0
1000.  1.  1.  0
1010.  1.01  1.  0
1020.  1.02  1.  0
1030.  1.03  1.  0
1040.  1.04  1.  0
1050.  1.05  1.  0
1060.  1.06  1.  0
1070.  1.07  1.  0
1080.  1.08  1.  0
1090.  1.09  1.  0
1100.  1.1  1.  0
1110.  1.11  1.  0
1120.  1.12  1.  0
1130.  1.13  1.  0
1140.  1.14  1.  0
1150.  1.15  1.  0
1160.  1.16  1.  0
1170.  1.17  1.  0
1180.  1.18  1.  0
1190.  1.19  1.  0
1200.  1.2  1.  0
1210.  1.21  1.  0
1220.  1.22  1.  0
1230.  1.23  1.  0
1240.  1.24  1.  0
1250.  1.25  1.  0
1260.  1.26  1.  0
1270.  1.27  1.  0
1280.  1.28  1.  0
1290.  1.29  1.  0
1300.  1.3  1.  0
1310.  1.31  1.  0
1320.  1.32  1.  0
1330.  1.33  1.  0
1340.  1.34  1.  0
1350.  1.35  1.  0
1360.  1.36  1.  0
1370.  1.37  1.  0
1380.  1.38  1.  0
1390.  1.39  1.  0
1400.  1.4  1.  0
1410.  1.41  1.  0
1420.  1.42  1.  0
1430.  1.43  1.  0
1440.  1.44  1.  0
1450.  1.45  1.  0
1460.  1.46  1.  0
1470.  1.47  1.  0
1480.  1.48  1.  0
1490.  1.49  1.  0
1500.  1.5  1.  0
1510.  1.51  1.  0
1520.  1.52  1.  0
1530.  1.53  1.  0
1540.  1.54  1.  0
1550.  1.55  1.  0
1560.  1.56  1.  0
1570.  1.57  1.  0
1580.  1.58  1.  0
1590.  1.59  1.  0
1600.  1.6  1.  0
1610.  1.61  1.  0
1620.  1.62  1.  0
1630.  1.63  1.  0
1640.  1.64  1.  0
1650.  1.65  1.  0
1660.  1.66  1.  0
1670.  1.67  1.  0
1680.  1.68  1.  0
1690.  1.69  1.  0
1700.  1.7  1.  0
1710.  1.71  1.  0
1720.  1.72  1.  0
1730.  1.73  1.  0
1740.  1.74  1.  0
1750.  1.75  1.  0
1760.  1.76  1.  0
1770.  1.77  1.  0
1780.  1.78  1.  0
1790.  1.79  1.  0
1800.  1.8  1.  0
1810.  1.81  1.  0
1820.  1.82  1.  0
1830.  1.83  1.  0
1840.  1.84  1.  0
1850.  1.85  1.  0
1860.  1.86  1.  0
1870.  1.87  1.  0
1880.  1.88  1.  0
1890.  1.89  1.  0
1900.  1.9  1.  0
1910.  1.91  1.  0
1920.  1.92  1.  0
1930.  1.93  1.  0
1940.  1.94  1.  0
1950.  1.95  1.  0
1960.  1.96  1.  0
1970.  1.97  1.  0
1980.  1.98  1.  0
1990.  1.99  1.  0
2000.  2.  1.  0
2010.  2.01  1.  0
2020.  2.02  1.  0
2030.  2.03  1.  0
2040.  2.04  1.  0
2050.  2.05  1.  0
2060.  2.06  1.  0
2070.  2.07  1.  0
2080.  2.08  1.  0
2090.  2.09  1.  0
2100.  2.1  1.  0
2110.  2.11  1.  0
