3.525  0.2563  -0.1141  -0.3133  0.05703  0.2563  -0.1141  -0.3133  0.05703  -0.3133  0.05703  0.2563  -0.1141  -0.1992  0.1711  -0.1992  0.1711  -0.1992  0.1711  0.001603  0  0  0
2.157  0.2563  -0.1141  -0.3133  0.05703  0.2563  -0.1141  -0.3133  0.05703  -0.3133  0.05703  0.2563  -0.1141  -0.1992  0.1711  -0.1992  0.1711  -0.1992  0.1711  0.000981  0  0  0
4.234  0.2563  -0.1141  -0.3133  0.05703  0.2563  -0.1141  -0.3133  0.05703  -0.3133  0.05703  0.2563  -0.1141  -0.1992  0.1711  -0.1992  0.1711  -0.1992  0.1711  0.001926  0  0  0
4.141  0.2563  -0.1141  -0.3133  0.05703  0.2563  -0.1141  -0.3133  0.05703  -0.3133  0.05703  0.2563  -0.1141  -0.1992  0.1711  -0.1992  0.1711  -0.1992  0.1711  0.001883  0  0  0
2.533  0.2563  -0.1141  -0.3133  0.05703  0.2563  -0.1141  -0.3133  0.05703  -0.3133  0.05703  0.2563  -0.1141  -0.1992  0.1711  -0.1992  0.1711  -0.1992  0.1711  0.001152  0  0  0
4.685  0.2563  -0.1141  -0.3133  0.05703  0.2563  -0.1141  -0.3133  0.05703  -0.3133  0.05703  0.2563  -0.1141  -0.1992  0.1711  -0.1992  0.1711  -0.1992  0.1711  0.002131  0  0  0
2.288  0.2563  -0.1141  -0.3133  0.05703  0.2563  -0.1141  -0.3133  0.05703  -0.3133  0.05703  0.2563  -0.1141  -0.1992  0.1711  -0.1992  0.1711  -0.1992  0.1711  0.001041  0  0  0
3.561  0.2563  -0.1141  -0.3133  0.05703  0.2563  -0.1141  -0.3133  0.05703  -0.3133  0.05703  0.2563  -0.1141  -0.1992  0.1711  -0.1992  0.1711  -0.1992  0.1711  0.001619  0  0  0
5.313  0.2563  -0.1141  -0.3133  0.05703  0.2563  -0.1141  -0.3133  0.05703  -0.3133  0.05703  0.2563  -0.1141  -0.1992  0.1711  -0.1992  0.1711  -0.1992  0.1711  0.002416  0  0  0
3.859  0.2563  -0.1141  -0.3133  0.05703  0.2563  -0.1141  -0.3133  0.05703  -0.3133  0.05703  0.2563  -0.1141  -0.1992  0.1711  -0.1992  0.1711  -0.1992  0.1711  0.001755  0  0  0
3.43  0.2563  -0.1141  -0.3133  0.05703  0.2563  -0.1141  -0.3133  0.05703  -0.3133  0.05703  0.2563  -0.1141  -0.1992  0.1711  -0.1992  0.1711  -0.1992  0.1711  0.00156  0  0  0
5.45  0.2563  -0.1141  -0.3133  0.05703  0.2563  -0.1141  -0.3133  0.05703  -0.3133  0.05703  0.2563  -0.1141  -0.1992  0.1711  -0.1992  0.1711  -0.1992  0.1711  0.002479  0  0  0
3.972  0.2563  -0.1141  -0.3133  0.05703  0.2563  -0.1141  -0.3133  0.05703  -0.3133  0.05703  0.2563  -0.1141  -0.1992  0.1711  -0.1992  0.1711  -0.1992  0.1711  0.001807  0  0  0
4.194  0.2563  -0.1141  -0.3133  0.05703  0.2563  -0.1141  -0.3133  0.05703  -0.3133  0.05703  0.2563  -0.1141  -0.1992  0.1711  -0.1992  0.1711  -0.1992  0.1711  0.001908  0  0  0
4.649  0.2563  -0.1141  -0.3133  0.05703  0.2563  -0.1141  -0.3133  0.05703  -0.3133  0.05703  0.2563  -0.1141  -0.1992  0.1711  -0.1992  0.1711  -0.1992  0.1711  0.002114  0  0  0
2.581  0.2563  -0.1141  -0.3133  0.05703  0.2563  -0.1141  -0.3133  0.05703  -0.3133  0.05703  0.2563  -0.1141  -0.1992  0.1711  -0.1992  0.1711  -0.1992  0.1711  0.001174  0  0  0
2.747  0.2563  -0.1141  -0.3133  0.05703  0.2563  -0.1141  -0.3133  0.05703  -0.3133  0.05703  0.2563  -0.1141  -0.1992  0.1711  -0.1992  0.1711  -0.1992  0.1711  0.001249  0  0  0
4.037  0.2563  -0.1141  -0.3133  0.05703  0.2563  -0.1141  -0.3133  0.05703  -0.3133  0.05703  0.2563  -0.1141  -0.1992  0.1711  -0.1992  0.1711  -0.1992  0.1711  0.001836  0  0  0
2.182  0.2563  -0.1141  -0.3133  0.05703  0.2563  -0.1141  -0.3133  0.05703  -0.3133  0.05703  0.2563  -0.1141  -0.1992  0.1711  -0.1992  0.1711  -0.1992  0.1711  0.0009923  0  0  0
2.122  0.2563  -0.1141  -0.3133  0.05703  0.2563  -0.1141  -0.3133  0.05703  -0.3133  0.05703  0.2563  -0.1141  -0.1992  0.1711  -0.1992  0.1711  -0.1992  0.1711  0.0009651  0  0  0
2.206  0.2563  -0.1141  -0.3133  0.05703  0.2563  -0.1141  -0.3133  0.05703  -0.3133  0.05703  0.2563  -0.1141  -0.1992  0.1711  -0.1992  0.1711  -0.1992  0.1711  0.001003  0  0  0
2.637  0.2563  -0.1141  -0.3133  0.05703  0.2563  -0.1141  -0.3133  0.05703  -0.3133  0.05703  0.2563  -0.1141  -0.1992  0.1711  -0.1992  0.1711  -0.1992  0.1711  0.001199  0  0  0
5.248  0.2563  -0.1141  -0.3133  0.05703  0.2563  -0.1141  -0.3133  0.05703  -0.3133  0.05703  0.2563  -0.1141  -0.1992  0.1711  -0.1992  0.1711  -0.1992  0.1711  0.002387  0  0  0
3.151  0.2563  -0.1141  -0.3133  0.05703  0.2563  -0.1141  -0.3133  0.05703  -0.3133  0.05703  0.2563  -0.1141  -0.1992  0.1711  -0.1992  0.1711  -0.1992  0.1711  0.001433  0  0  0
4.109  0.2563  -0.1141  -0.3133  0.05703  0.2563  -0.1141  -0.3133  0.05703  -0.3133  0.05703  0.2563  -0.1141  -0.1992  0.1711  -0.1992  0.1711  -0.1992  0.1711  0.001869  0  0  0
4.665  0.2563  -0.1141  -0.3133  0.05703  0.2563  -0.1141  -0.3133  0.05703  -0.3133  0.05703  0.2563  -0.1141  -0.1992  0.1711  -0.1992  0.1711  -0.1992  0.1711  0.002122  0  0  0
5.729  0.2563  -0.1141  -0.3133  0.05703  0.2563  -0.1141  -0.3133  0.05703  -0.3133  0.05703  0.2563  -0.1141  -0.1992  0.1711  -0.1992  0.1711  -0.1992  0.1711  0.002606  0  0  0
2.685  0.2563  -0.1141  -0.3133  0.05703  0.2563  -0.1141  -0.3133  0.05703  -0.3133  0.05703  0.2563  -0.1141  -0.1992  0.1711  -0.1992  0.1711  -0.1992  0.1711  0.001221  0  0  0
4.383  0.2563  -0.1141  -0.3133  0.05703  0.2563  -0.1141  -0.3133  0.05703  -0.3133  0.05703  0.2563  -0.1141  -0.1992  0.1711  -0.1992  0.1711  -0.1992  0.1711  0.001993  0  0  0
4.656  0.2563  -0.1141  -0.3133  0.05703  0.2563  -0.1141  -0.3133  0.05703  -0.3133  0.05703  0.2563  -0.1141  -0.1992  0.1711  -0.1992  0.1711  -0.1992  0.1711  0.002117  0  0  0
3.467  0.2563  -0.1141  -0.3133  0.05703  0.2563  -0.1141  -0.3133  0.05703  -0.3133  0.05703  0.2563  -0.1141  -0.1992  0.1711  -0.1992  0.1711  -0.1992  0.1711  0.001577  0  0  0
2.714  0.2563  -0.1141  -0.3133  0.05703  0.2563  -0.1141  -0.3133  0.05703  -0.3133  0.05703  0.2563  -0.1141  -0.1992  0.1711  -0.1992  0.1711  -0.1992  0.1711  0.001234  0  0  0
2.055  0.2563  -0.1141  -0.3133  0.05703  0.2563  -0.1141  -0.3133  0.05703  -0.3133  0.05703  0.2563  -0.1141  -0.1992  0.1711  -0.1992  0.1711  -0.1992  0.1711  0.0009344  0  0  0
3.394  0.2563  -0.1141  -0.3133  0.05703  0.2563  -0.1141  -0.3133  0.05703  -0.3133  0.05703  0.2563  -0.1141  -0.1992  0.1711  -0.1992  0.1711  -0.1992  0.1711  0.001543  0  0  0
5.911  0.2563  -0.1141  -0.3133  0.05703  0.2563  -0.1141  -0.3133  0.05703  -0.3133  0.05703  0.2563  -0.1141  -0.1992  0.1711  -0.1992  0.1711  -0.1992  0.1711  0.002688  0  0  0
3.979  0.2563  -0.1141  -0.3133  0.05703  0.2563  -0.1141  -0.3133  0.05703  -0.3133  0.05703  0.2563  -0.1141  -0.1992  0.1711  -0.1992  0.1711  -0.1992  0.1711  0.001809  0  0  0
5.298  0.2563  -0.1141  -0.3133  0.05703  0.2563  -0.1141  -0.3133  0.05703  -0.3133  0.05703  0.2563  -0.1141  -0.1992  0.1711  -0.1992  0.1711  -0.1992  0.1711  0.002409  0  0  0
2.154  0.2563  -0.1141  -0.3133  0.05703  0.2563  -0.1141  -0.3133  0.05703  -0.3133  0.05703  0.2563  -0.1141  -0.1992  0.1711  -0.1992  0.1711  -0.1992  0.1711  0.0009797  0  0  0
4.408  0.2563  -0.1141  -0.3133  0.05703  0.2563  -0.1141  -0.3133  0.05703  -0.3133  0.05703  0.2563  -0.1141  -0.1992  0.1711  -0.1992  0.1711  -0.1992  0.1711  0.002005  0  0  0
2.417  0.2563  -0.1141  -0.3133  0.05703  0.2563  -0.1141  -0.3133  0.05703  -0.3133  0.05703  0.2563  -0.1141  -0.1992  0.1711  -0.1992  0.1711  -0.1992  0.1711  0.001099  0  0  0
4.302  0.2563  -0.1141  -0.3133  0.05703  0.2563  -0.1141  -0.3133  0.05703  -0.3133  0.05703  0.2563  -0.1141  -0.1992  0.1711  -0.1992  0.1711  -0.1992  0.1711  0.001957  0  0  0
5.279  0.2563  -0.1141  -0.3133  0.05703  0.2563  -0.1141  -0.3133  0.05703  -0.3133  0.05703  0.2563  -0.1141  -0.1992  0.1711  -0.1992  0.1711  -0.1992  0.1711  0.002401  0  0  0
4.393  0.2563  -0.1141  -0.3133  0.05703  0.2563  -0.1141  -0.3133  0.05703  -0.3133  0.05703  0.2563  -0.1141  -0.1992  0.1711  -0.1992  0.1711  -0.1992  0.1711  0.001998  0  0  0
2.946  0.2563  -0.1141  -0.3133  0.05703  0.2563  -0.1141  -0.3133  0.05703  -0.3133  0.05703  0.2563  -0.1141  -0.1992  0.1711  -0.1992  0.1711  -0.1992  0.1711  0.00134  0  0  0
3.062  0.2563  -0.1141  -0.3133  0.05703  0.2563  -0.1141  -0.3133  0.05703  -0.3133  0.05703  0.2563  -0.1141  -0.1992  0.1711  -0.1992  0.1711  -0.1992  0.1711  0.001392  0  0  0
4.062  0.2563  -0.1141  -0.3133  0.05703  0.2563  -0.1141  -0.3133  0.05703  -0.3133  0.05703  0.2563  -0.1141  -0.1992  0.1711  -0.1992  0.1711  -0.1992  0.1711  0.001847  0  0  0
2.034  0.2563  -0.1141  -0.3133  0.05703  0.2563  -0.1141  -0.3133  0.05703  -0.3133  0.05703  0.2563  -0.1141  -0.1992  0.1711  -0.1992  0.1711  -0.1992  0.1711  0.000925  0  0  0
4.737  0.2563  -0.1141  -0.3133  0.05703  0.2563  -0.1141  -0.3133  0.05703  -0.3133  0.05703  0.2563  -0.1141  -0.1992  0.1711  -0.1992  0.1711  -0.1992  0.1711  0.002154  0  0  0
3.406  0.2563  -0.1141  -0.3133  0.05703  0.2563  -0.1141  -0.3133  0.05703  -0.3133  0.05703  0.2563  -0.1141  -0.1992  0.1711  -0.1992  0.1711  -0.1992  0.1711  0.001549  0  0  0
4.906  0.2563  -0.1141  -0.3133  0.05703  0.2563  -0.1141  -0.3133  0.05703  -0.3133  0.05703  0.2563  -0.1141  -0.1992  0.1711  -0.1992  0.1711  -0.1992  0.1711  0.002231  0  0  0
4.227  0.2563  -0.1141  -0.3133  0.05703  0.2563  -0.1141  -0.3133  0.05703  -0.3133  0.05703  0.2563  -0.1141  -0.1992  0.1711  -0.1992  0.1711  -0.1992  0.1711  0.001922  0  0  0
2.584  0.2563  -0.1141  -0.3133  0.05703  0.2563  -0.1141  -0.3133  0.05703  -0.3133  0.05703  0.2563  -0.1141  -0.1992  0.1711  -0.1992  0.1711  -0.1992  0.1711  0.001175  0  0  0
3.429  0.2563  -0.1141  -0.3133  0.05703  0.2563  -0.1141  -0.3133  0.05703  -0.3133  0.05703  0.2563  -0.1141  -0.1992  0.1711  -0.1992  0.1711  -0.1992  0.1711  0.00156  0  0  0
3.13  0.2563  -0.1141  -0.3133  0.05703  0.2563  -0.1141  -0.3133  0.05703  -0.3133  0.05703  0.2563  -0.1141  -0.1992  0.1711  -0.1992  0.1711  -0.1992  0.1711  0.001423  0  0  0
4.445  0.2563  -0.1141  -0.3133  0.05703  0.2563  -0.1141  -0.3133  0.05703  -0.3133  0.05703  0.2563  -0.1141  -0.1992  0.1711  -0.1992  0.1711  -0.1992  0.1711  0.002021  0  0  0
2.233  0.2563  -0.1141  -0.3133  0.05703  0.2563  -0.1141  -0.3133  0.05703  -0.3133  0.05703  0.2563  -0.1141  -0.1992  0.1711  -0.1992  0.1711  -0.1992  0.1711  0.001016  0  0  0
5.797  0.2563  -0.1141  -0.3133  0.05703  0.2563  -0.1141  -0.3133  0.05703  -0.3133  0.05703  0.2563  -0.1141  -0.1992  0.1711  -0.1992  0.1711  -0.1992  0.1711  0.002637  0  0  0
2.6  0.2563  -0.1141  -0.3133  0.05703  0.2563  -0.1141  -0.3133  0.05703  -0.3133  0.05703  0.2563  -0.1141  -0.1992  0.1711  -0.1992  0.1711  -0.1992  0.1711  0.001183  0  0  0
4.873  0.2563  -0.1141  -0.3133  0.05703  0.2563  -0.1141  -0.3133  0.05703  -0.3133  0.05703  0.2563  -0.1141  -0.1992  0.1711  -0.1992  0.1711  -0.1992  0.1711  0.002216  0  0  0
2.768  0.2563  -0.1141  -0.3133  0.05703  0.2563  -0.1141  -0.3133  0.05703  -0.3133  0.05703  0.2563  -0.1141  -0.1992  0.1711  -0.1992  0.1711  -0.1992  0.1711  0.001259  0  0  0
3.393  0.2563  -0.1141  -0.3133  0.05703  0.2563  -0.1141  -0.3133  0.05703  -0.3133  0.05703  0.2563  -0.1141  -0.1992  0.1711  -0.1992  0.1711  -0.1992  0.1711  0.001543  0  0  0
3.655  0.2563  -0.1141  -0.3133  0.05703  0.2563  -0.1141  -0.3133  0.05703  -0.3133  0.05703  0.2563  -0.1141  -0.1992  0.1711  -0.1992  0.1711  -0.1992  0.1711  0.001662  0  0  0
3.445  0.2563  -0.1141  -0.3133  0.05703  0.2563  -0.1141  -0.3133  0.05703  -0.3133  0.05703  0.2563  -0.1141  -0.1992  0.1711  -0.1992  0.1711  -0.1992  0.1711  0.001567  0  0  0
4.275  0.2563  -0.1141  -0.3133  0.05703  0.2563  -0.1141  -0.3133  0.05703  -0.3133  0.05703  0.2563  -0.1141  -0.1992  0.1711  -0.1992  0.1711  -0.1992  0.1711  0.001944  0  0  0
4.026  0.2563  -0.1141  -0.3133  0.05703  0.2563  -0.1141  -0.3133  0.05703  -0.3133  0.05703  0.2563  -0.1141  -0.1992  0.1711  -0.1992  0.1711  -0.1992  0.1711  0.001831  0  0  0
3.315  0.2563  -0.1141  -0.3133  0.05703  0.2563  -0.1141  -0.3133  0.05703  -0.3133  0.05703  0.2563  -0.1141  -0.1992  0.1711  -0.1992  0.1711  -0.1992  0.1711  0.001507  0  0  0
2.037  0.2563  -0.1141  -0.3133  0.05703  0.2563  -0.1141  -0.3133  0.05703  -0.3133  0.05703  0.2563  -0.1141  -0.1992  0.1711  -0.1992  0.1711  -0.1992  0.1711  0.0009266  0  0  0
2.826  0.2563  -0.1141  -0.3133  0.05703  0.2563  -0.1141  -0.3133  0.05703  -0.3133  0.05703  0.2563  -0.1141  -0.1992  0.1711  -0.1992  0.1711  -0.1992  0.1711  0.001285  0  0  0
5.012  0.2563  -0.1141  -0.3133  0.05703  0.2563  -0.1141  -0.3133  0.05703  -0.3133  0.05703  0.2563  -0.1141  -0.1992  0.1711  -0.1992  0.1711  -0.1992  0.1711  0.00228  0  0  0
4.162  0.2563  -0.1141  -0.3133  0.05703  0.2563  -0.1141  -0.3133  0.05703  -0.3133  0.05703  0.2563  -0.1141  -0.1992  0.1711  -0.1992  0.1711  -0.1992  0.1711  0.001893  0  0  0
